order,value,url,scrape_date,order_var
6,Afghanistan hit by third earthquake in a week,NA,2023-10-15T12:37:28Z,NA
7,US actress Piper Laurie dies at 91,NA,2023-10-15T12:37:28Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T12:37:28Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T12:37:28Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T12:37:28Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T12:42:37Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T12:42:37Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T12:42:37Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T12:42:37Z,NA
5,US actress Piper Laurie dies at 91,NA,2023-10-15T12:42:37Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T12:42:37Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T12:42:37Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T12:42:37Z,NA
9,Fury outpoints KSI in grudge match,NA,2023-10-15T12:42:37Z,NA
10,"Kenya, China and a railway to nowhere",NA,2023-10-15T12:42:37Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T12:47:45Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T12:47:45Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T12:47:45Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T12:47:45Z,NA
5,US actress Piper Laurie dies at 91,NA,2023-10-15T12:47:45Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T12:47:45Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T12:47:45Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T12:47:45Z,NA
9,Fury outpoints KSI in grudge match,NA,2023-10-15T12:47:45Z,NA
10,"Kenya, China and a railway to nowhere",NA,2023-10-15T12:47:45Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T12:52:55Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T12:52:55Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T12:52:55Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T12:52:55Z,NA
5,US actress Piper Laurie dies at 91,NA,2023-10-15T12:52:55Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T12:52:55Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T12:52:55Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T12:52:55Z,NA
9,Fury outpoints KSI in grudge match,NA,2023-10-15T12:52:55Z,NA
10,"Kenya, China and a railway to nowhere",NA,2023-10-15T12:52:55Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T12:58:03Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T12:58:03Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T12:58:03Z,NA
4,US actress Piper Laurie dies at 91,NA,2023-10-15T12:58:03Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T12:58:03Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T12:58:03Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T12:58:03Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T12:58:03Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T12:58:03Z,NA
10,Fury outpoints KSI in grudge match,NA,2023-10-15T12:58:03Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T13:03:12Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:03:12Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:03:12Z,NA
4,US actress Piper Laurie dies at 91,NA,2023-10-15T13:03:12Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:03:12Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:03:12Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:03:12Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:03:12Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:03:12Z,NA
10,Fury outpoints KSI in grudge match,NA,2023-10-15T13:03:12Z,NA
1,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T13:08:21Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:08:21Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:08:21Z,NA
4,US actress Piper Laurie dies at 91,NA,2023-10-15T13:08:21Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:08:21Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:08:21Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:08:21Z,NA
8,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:08:21Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:08:21Z,NA
10,Fury outpoints KSI in grudge match,NA,2023-10-15T13:08:21Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:13:30Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:13:30Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:13:30Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:13:30Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:13:30Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:13:30Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:13:30Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:13:30Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:13:30Z,NA
10,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T13:13:30Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:18:39Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:18:39Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:18:39Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:18:39Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:18:39Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:18:39Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:18:39Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:18:39Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:18:39Z,NA
10,Hurt ripples in wake of Indigenous Voice vote,NA,2023-10-15T13:18:39Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:23:47Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:23:47Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:23:47Z,NA
4,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:23:47Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:23:47Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:23:47Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:23:47Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:23:47Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:23:47Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:23:47Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:28:55Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:28:55Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:28:55Z,NA
4,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:28:55Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:28:55Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:28:55Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:28:55Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:28:55Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:28:55Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:28:55Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:34:03Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:34:03Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:34:03Z,NA
4,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:34:03Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:34:03Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:34:03Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:34:03Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:34:03Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:34:03Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:34:03Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:39:11Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:39:11Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:39:11Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:39:11Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:39:11Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:39:11Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:39:11Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:39:11Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:39:11Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:39:11Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:44:20Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:44:20Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:44:20Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:44:20Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:44:20Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:44:20Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:44:20Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:44:20Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:44:20Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:44:20Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:49:28Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:49:28Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:49:28Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:49:28Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:49:28Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:49:28Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:49:28Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:49:28Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:49:28Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:49:28Z,NA
1,US actress Piper Laurie dies at 91,NA,2023-10-15T13:54:36Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:54:36Z,NA
3,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:54:36Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:54:36Z,NA
5,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:54:36Z,NA
6,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:54:36Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:54:36Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:54:36Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:54:36Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:54:36Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T13:59:45Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T13:59:45Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T13:59:45Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T13:59:45Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T13:59:45Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T13:59:45Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T13:59:45Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T13:59:45Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T13:59:45Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T13:59:45Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:04:54Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:04:54Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:04:54Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:04:54Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:04:54Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:04:54Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:04:54Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:04:54Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:04:54Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:04:54Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:10:02Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:10:02Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:10:02Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:10:02Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:10:02Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:10:02Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:10:02Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:10:02Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:10:02Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:10:02Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:15:06Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:15:06Z,NA
3,US actress Piper Laurie dies at 91,NA,2023-10-15T14:15:06Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:15:06Z,NA
5,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:15:06Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:15:06Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:15:06Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:15:06Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:15:06Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:15:06Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:20:12Z,NA
2,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:20:12Z,NA
3,US actress Piper Laurie dies at 91,NA,2023-10-15T14:20:12Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:20:12Z,NA
5,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:20:12Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:20:12Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:20:12Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:20:12Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:20:12Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:20:12Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:25:19Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:25:19Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:25:19Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:25:19Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:25:19Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:25:19Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:25:19Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:25:19Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:25:19Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:25:19Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:30:28Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:30:28Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:30:28Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:30:28Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:30:28Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:30:28Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:30:28Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:30:28Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:30:28Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:30:28Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:35:37Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:35:37Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:35:37Z,NA
4,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:35:37Z,NA
5,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:35:37Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:35:37Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:35:37Z,NA
8,Fury outpoints KSI in grudge match,NA,2023-10-15T14:35:37Z,NA
9,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:35:37Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:35:37Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:40:46Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:40:46Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:40:46Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:40:46Z,NA
5,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:40:46Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:40:46Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:40:46Z,NA
8,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:40:46Z,NA
9,Fury outpoints KSI in grudge match,NA,2023-10-15T14:40:46Z,NA
10,Australia rejects historic Indigenous referendum,NA,2023-10-15T14:40:46Z,NA
1,The volunteers giving dignity to Israel’s dead,NA,2023-10-15T14:45:54Z,NA
2,US actress Piper Laurie dies at 91,NA,2023-10-15T14:45:54Z,NA
3,Who's behind Israel-Gaza disinformation and hate online?,NA,2023-10-15T14:45:54Z,NA
4,'I'm totally helpless' - husband of new mother missing after Hamas attacks,NA,2023-10-15T14:45:54Z,NA
5,Children among dead as convoy hit on Gaza evacuation route,NA,2023-10-15T14:45:54Z,NA
6,Madonna's Celebration tour is a family affair,NA,2023-10-15T14:45:54Z,NA
7,Afghanistan hit by third earthquake in a week,NA,2023-10-15T14:45:54Z,NA
8,"Kenya, China and a railway to nowhere",NA,2023-10-15T14:45:54Z,NA
